reportDate,productName,category,quantity,unitPrice,otherExpenses,totalAmount,customerName,paymentMethod,status,orderNumber,notes
2021-02-01,Battery,Electrical system,0,7067.75,0.0,0.0,Retail Client,Check,Completed,ORD001345,Automated migration
2021-02-01,Brake Pads,Braking system,32,1153.13,893.45,36900.16,Retail Client,Bank Transfer,Completed,ORD000568,Automated migration
2021-02-01,Starter Motor,Electrical system,0,7284.64,0.0,0.0,Wholesale Client,Cash,Completed,ORD001553,Automated migration
2021-02-02,Air Filter,Engine system,44,294.6,387.39,12962.4,Retail Client,Check,Completed,ORD000335,Automated migration
2021-02-02,Brake Pads,Braking system,30,1492.72,1266.0,44781.6,Wholesale Client,Maya,Completed,ORD000566,Automated migration
2021-02-02,ECU Module,Electrical system,22,17325.92,17373.95,381170.24,Wholesale Client,Bank Transfer,Completed,ORD001798,Automated migration
2021-02-02,ECU Module,Electrical system,34,27378.53,34325.02,930870.02,Wholesale Client,Bank Transfer,Completed,ORD001807,Automated migration
2021-02-02,Wheel Bearing,Drivetrain,15,1876.07,1025.72,28141.05,Wholesale Client,Cash,Completed,ORD001165,Automated migration
2021-02-04,Shock Absorber,Suspension & traction,40,3574.85,3399.5,142994.0,Retail Client,GCash,Completed,ORD000892,Automated migration
2021-02-05,Oil Filter,Engine system,20,148.58,163.88,2971.6,Retail Client,Maya,Completed,ORD000010,Automated migration
2021-02-06,ECU Module,Electrical system,14,17718.42,10380.03,248057.88,Wholesale Client,GCash,Completed,ORD001799,Automated migration
2021-02-10,ECU Module,Electrical system,29,21148.14,13540.29,613296.06,Wholesale Client,Check,Completed,ORD001795,Automated migration
2021-02-10,ECU Module,Electrical system,22,19816.17,18012.26,435955.74,Wholesale Client,GCash,Completed,ORD001797,Automated migration
2021-02-10,ECU Module,Electrical system,37,17006.58,22881.81,629243.46,Retail Client,GCash,Completed,ORD001800,Automated migration
2021-02-11,ECU Module,Electrical system,38,22053.97,18841.26,838050.86,Retail Client,Bank Transfer,Completed,ORD001794,Automated migration
2021-02-11,ECU Module,Electrical system,29,25274.21,24785.5,732952.09,Retail Client,GCash,Completed,ORD001796,Automated migration
2021-02-11,Shock Absorber,Suspension & traction,28,3692.88,3614.8,103400.64,Retail Client,Maya,Completed,ORD000891,Automated migration
2021-02-11,Shock Absorber,Suspension & traction,12,4090.09,1273.9,49081.08,Wholesale Client,Check,Completed,ORD000893,Automated migration
2021-02-12,Shock Absorber,Suspension & traction,33,3601.43,5795.6,118847.19,Wholesale Client,Check,Completed,ORD000895,Automated migration
2021-02-14,Brake Pads,Braking system,18,963.7,827.19,17346.6,Wholesale Client,GCash,Completed,ORD000569,Automated migration
2021-02-14,ECU Module,Electrical system,23,20887.08,19297.72,480402.84,Wholesale Client,Maya,Completed,ORD001803,Automated migration
2021-02-14,Oil Filter,Engine system,17,203.12,139.61,3453.04,Wholesale Client,Cash,Completed,ORD000008,Automated migration
2021-02-15,Alternator,Electrical system,32,12407.51,12871.31,397040.32,Retail Client,Cash,Completed,ORD001434,Automated migration
2021-02-15,Shock Absorber,Suspension & traction,31,3508.45,4320.63,108761.95,Retail Client,Bank Transfer,Completed,ORD000890,Automated migration
2021-02-17,Brake Pads,Braking system,19,1272.64,909.02,24180.16,Wholesale Client,Check,Completed,ORD000567,Automated migration
2021-02-17,ECU Module,Electrical system,36,19496.32,15380.23,701867.52,Retail Client,Cash,Completed,ORD001801,Automated migration
2021-02-17,Shock Absorber,Suspension & traction,50,2875.62,5114.4,143781.0,Wholesale Client,Check,Completed,ORD000896,Automated migration
2021-02-18,Catalytic Converter,Exhaust system,4,15681.86,2816.92,62727.44,Wholesale Client,GCash,Completed,ORD001658,Automated migration
2021-02-18,ECU Module,Electrical system,48,21032.0,34130.0,1009536.0,Retail Client,Bank Transfer,Completed,ORD001804,Automated migration
2021-02-20,ECU Module,Electrical system,39,14716.49,12401.89,573943.11,Retail Client,Cash,Completed,ORD001808,Automated migration
2021-02-20,Oil Filter,Engine system,35,171.27,297.57,5994.45,Wholesale Client,Maya,Completed,ORD000007,Automated migration
2021-02-21,ECU Module,Electrical system,28,23244.33,16972.73,650841.24,Wholesale Client,Check,Completed,ORD001802,Automated migration
2021-02-21,Oil Filter,Engine system,34,253.82,283.62,8629.88,Retail Client,Cash,Completed,ORD000009,Automated migration
2021-02-22,ECU Module,Electrical system,30,27705.56,20752.53,831166.8,Retail Client,Maya,Completed,ORD001806,Automated migration
2021-02-23,Brake Pads,Braking system,38,1469.78,1719.93,55851.64,Wholesale Client,Cash,Completed,ORD000565,Automated migration
2021-02-24,Air Filter,Engine system,36,330.93,551.9,11913.48,Wholesale Client,Bank Transfer,Completed,ORD000336,Automated migration
2021-02-25,ECU Module,Electrical system,23,20463.83,16773.07,470668.09,Wholesale Client,Cash,Completed,ORD001805,Automated migration
2021-02-26,ECU Module,Electrical system,37,14551.58,14097.63,538408.46,Wholesale Client,Cash,Completed,ORD001793,Automated migration
2021-02-27,Air Filter,Engine system,9,252.51,149.76,2272.59,Wholesale Client,Check,Completed,ORD000334,Automated migration
2021-02-27,Oil Filter,Engine system,21,210.8,246.55,4426.8,Retail Client,Maya,Completed,ORD000006,Automated migration
2021-02-27,Shock Absorber,Suspension & traction,1,3017.81,181.04,3017.81,Retail Client,Check,Completed,ORD000894,Automated migration
2021-02-28,Alternator,Electrical system,28,11815.63,9029.97,330837.64,Wholesale Client,GCash,Completed,ORD001435,Automated migration
2021-03-01,Air Filter,Engine system,21,248.15,196.99,5211.15,Retail Client,GCash,Completed,ORD000337,Automated migration
2021-03-01,Alternator,Electrical system,0,8558.01,0.0,0.0,Wholesale Client,Cash,Completed,ORD001436,Automated migration
2021-03-01,Battery,Electrical system,0,6643.06,0.0,0.0,Retail Client,Cash,Completed,ORD001346,Automated migration
2021-03-01,ECU Module,Electrical system,33,18937.3,13053.84,624930.9,Wholesale Client,Bank Transfer,Completed,ORD001814,Automated migration
2021-03-01,ECU Module,Electrical system,19,25183.37,10544.36,478484.03,Retail Client,Maya,Completed,ORD001816,Automated migration
2021-03-01,ECU Module,Electrical system,16,24856.6,13519.28,397705.6,Wholesale Client,GCash,Completed,ORD001819,Automated migration
2021-03-02,Catalytic Converter,Exhaust system,29,23819.91,32679.52,690777.39,Retail Client,Bank Transfer,Completed,ORD001662,Automated migration
2021-03-02,Shock Absorber,Suspension & traction,36,2737.14,3592.53,98537.04,Retail Client,GCash,Completed,ORD000898,Automated migration
2021-03-02,Wheel Bearing,Drivetrain,20,2220.02,1580.86,44400.4,Wholesale Client,GCash,Completed,ORD001166,Automated migration
2021-03-03,Oil Filter,Engine system,33,149.61,156.25,4937.13,Wholesale Client,Bank Transfer,Completed,ORD000011,Automated migration
2021-03-05,ECU Module,Electrical system,31,22867.23,28184.24,708884.13,Retail Client,Bank Transfer,Completed,ORD001809,Automated migration
2021-03-05,Shock Absorber,Suspension & traction,35,3238.45,5108.99,113345.75,Retail Client,GCash,Completed,ORD000901,Automated migration
2021-03-06,Catalytic Converter,Exhaust system,39,17106.56,20991.27,667155.84,Retail Client,Check,Completed,ORD001665,Automated migration
2021-03-08,ECU Module,Electrical system,21,16596.36,15103.63,348523.56,Wholesale Client,GCash,Completed,ORD001813,Automated migration
2021-03-08,Shock Absorber,Suspension & traction,25,3269.37,4041.01,81734.25,Retail Client,Cash,Completed,ORD000900,Automated migration
2021-03-09,Oil Filter,Engine system,40,258.49,312.82,10339.6,Wholesale Client,Check,Completed,ORD000012,Automated migration
2021-03-10,Shock Absorber,Suspension & traction,6,2791.86,634.85,16751.16,Retail Client,Bank Transfer,Completed,ORD000902,Automated migration
2021-03-11,Brake Pads,Braking system,28,1141.94,958.05,31974.32,Wholesale Client,Cash,Completed,ORD000572,Automated migration
2021-03-11,ECU Module,Electrical system,34,17957.36,26768.14,610550.24,Wholesale Client,Maya,Completed,ORD001812,Automated migration
2021-03-13,Oil Filter,Engine system,11,206.83,120.61,2275.13,Wholesale Client,Bank Transfer,Completed,ORD000013,Automated migration
2021-03-13,Starter Motor,Electrical system,21,10513.89,8651.98,220791.69,Wholesale Client,Bank Transfer,Completed,ORD001554,Automated migration
2021-03-15,Catalytic Converter,Exhaust system,26,20956.83,23961.28,544877.58,Retail Client,Cash,Completed,ORD001666,Automated migration
2021-03-15,ECU Module,Electrical system,25,22166.99,17689.84,554174.75,Retail Client,Check,Completed,ORD001818,Automated migration
2021-03-15,ECU Module,Electrical system,54,28265.22,72449.04,1526321.88,Retail Client,Bank Transfer,Completed,ORD001820,Automated migration
2021-03-16,Shock Absorber,Suspension & traction,33,3545.2,4249.72,116991.6,Wholesale Client,Bank Transfer,Completed,ORD000897,Automated migration
2021-03-17,Oil Filter,Engine system,19,210.18,128.22,3993.42,Wholesale Client,Check,Completed,ORD000014,Automated migration
2021-03-18,Oil Filter,Engine system,24,219.93,251.02,5278.32,Retail Client,Maya,Completed,ORD000015,Automated migration
2021-03-18,Shock Absorber,Suspension & traction,30,4013.5,5320.71,120405.0,Retail Client,Check,Completed,ORD000903,Automated migration
2021-03-18,Shock Absorber,Suspension & traction,18,3151.6,1701.14,56728.8,Wholesale Client,Check,Completed,ORD000904,Automated migration
2021-03-20,Shock Absorber,Suspension & traction,35,2500.16,4032.66,87505.6,Wholesale Client,Maya,Completed,ORD000899,Automated migration
2021-03-22,ECU Module,Electrical system,13,18322.16,11281.4,238188.08,Retail Client,GCash,Completed,ORD001815,Automated migration
2021-03-22,ECU Module,Electrical system,31,26378.91,23174.92,817746.21,Retail Client,Cash,Completed,ORD001817,Automated migration
2021-03-23,Brake Pads,Braking system,49,1570.92,3833.01,76975.08,Retail Client,Bank Transfer,Completed,ORD000571,Automated migration
2021-03-24,Brake Pads,Braking system,21,1258.84,669.0,26435.64,Retail Client,Check,Completed,ORD000570,Automated migration
2021-03-25,ECU Module,Electrical system,54,16505.07,23251.85,891273.78,Wholesale Client,GCash,Completed,ORD001811,Automated migration
2021-03-26,Air Filter,Engine system,12,287.7,136.02,3452.4,Wholesale Client,Bank Transfer,Completed,ORD000338,Automated migration
2021-03-27,Air Filter,Engine system,51,265.08,677.2,13519.08,Wholesale Client,GCash,Completed,ORD000339,Automated migration
2021-03-27,Catalytic Converter,Exhaust system,38,15360.51,23170.29,583699.38,Retail Client,Check,Completed,ORD001661,Automated migration
2021-03-27,Catalytic Converter,Exhaust system,14,12794.33,4445.91,179120.62,Wholesale Client,GCash,Completed,ORD001664,Automated migration
2021-03-28,Catalytic Converter,Exhaust system,25,14308.99,11924.04,357724.75,Wholesale Client,Bank Transfer,Completed,ORD001663,Automated migration
2021-03-28,ECU Module,Electrical system,29,25454.23,28414.94,738172.67,Retail Client,GCash,Completed,ORD001821,Automated migration
2021-03-28,Starter Motor,Electrical system,23,6861.53,3598.24,157815.19,Wholesale Client,Maya,Completed,ORD001555,Automated migration
2021-03-29,Brake Pads,Braking system,4,1033.02,228.21,4132.08,Retail Client,Maya,Completed,ORD000573,Automated migration
2021-03-29,Catalytic Converter,Exhaust system,37,23480.35,38364.15,868772.95,Wholesale Client,Check,Completed,ORD001659,Automated migration
2021-03-29,ECU Module,Electrical system,33,27499.72,31950.81,907490.76,Retail Client,GCash,Completed,ORD001810,Automated migration
2021-03-31,Brake Pads,Braking system,26,1368.51,1773.51,35581.26,Retail Client,Maya,Completed,ORD000574,Automated migration
2021-03-31,Catalytic Converter,Exhaust system,33,13116.22,14104.66,432835.26,Wholesale Client,Maya,Completed,ORD001660,Automated migration
2021-04-01,Battery,Electrical system,0,6468.71,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD001347,Automated migration
2021-04-01,ECU Module,Electrical system,0,25289.18,0.0,0.0,Retail Client,Check,Completed,ORD001822,Automated migration
2021-04-01,Shock Absorber,Suspension & traction,11,3345.65,1481.3,36802.15,Retail Client,Cash,Completed,ORD000915,Automated migration
2021-04-02,Catalytic Converter,Exhaust system,31,14871.65,11561.51,461021.15,Retail Client,Cash,Completed,ORD001671,Automated migration
2021-04-03,Shock Absorber,Suspension & traction,28,3300.5,4313.56,92414.0,Wholesale Client,Cash,Completed,ORD000914,Automated migration
2021-04-05,Brake Pads,Braking system,27,1174.86,1076.56,31721.22,Wholesale Client,Maya,Completed,ORD000580,Automated migration
2021-04-05,Wheel Bearing,Drivetrain,29,2822.51,2067.96,81852.79,Retail Client,Cash,Completed,ORD001167,Automated migration
2021-04-06,Oil Filter,Engine system,28,234.64,160.55,6569.92,Wholesale Client,Cash,Completed,ORD000017,Automated migration
2021-04-06,Shock Absorber,Suspension & traction,23,4021.98,3427.12,92505.54,Wholesale Client,Cash,Completed,ORD000912,Automated migration
2021-04-07,Shock Absorber,Suspension & traction,50,4091.69,7358.75,204584.5,Retail Client,Check,Completed,ORD000909,Automated migration
2021-04-07,Starter Motor,Electrical system,25,11066.71,11552.3,276667.75,Wholesale Client,Maya,Completed,ORD001557,Automated migration
2021-04-08,Catalytic Converter,Exhaust system,42,17384.26,34132.84,730138.92,Wholesale Client,GCash,Completed,ORD001669,Automated migration
2021-04-08,Oil Filter,Engine system,28,198.65,160.06,5562.2,Retail Client,Bank Transfer,Completed,ORD000016,Automated migration
2021-04-08,Shock Absorber,Suspension & traction,32,3339.15,4523.02,106852.8,Retail Client,Cash,Completed,ORD000907,Automated migration
2021-04-09,Oil Filter,Engine system,21,188.08,132.11,3949.68,Wholesale Client,Check,Completed,ORD000020,Automated migration
2021-04-10,Air Filter,Engine system,22,301.8,352.88,6639.6,Wholesale Client,Maya,Completed,ORD000344,Automated migration
2021-04-12,Brake Pads,Braking system,39,1296.07,2301.84,50546.73,Retail Client,GCash,Completed,ORD000578,Automated migration
2021-04-12,Catalytic Converter,Exhaust system,36,18718.4,24437.42,673862.4,Wholesale Client,Maya,Completed,ORD001668,Automated migration
2021-04-12,Oil Filter,Engine system,25,238.88,281.6,5972.0,Wholesale Client,GCash,Completed,ORD000018,Automated migration
2021-04-13,Oil Filter,Engine system,32,237.57,252.76,7602.24,Retail Client,Bank Transfer,Completed,ORD000019,Automated migration
2021-04-14,Air Filter,Engine system,28,350.8,363.83,9822.4,Retail Client,GCash,Completed,ORD000341,Automated migration
2021-04-14,Shock Absorber,Suspension & traction,53,3547.91,8416.89,188039.23,Wholesale Client,Check,Completed,ORD000905,Automated migration
2021-04-16,Air Filter,Engine system,26,329.64,327.79,8570.64,Retail Client,GCash,Completed,ORD000343,Automated migration
2021-04-16,Starter Motor,Electrical system,28,11111.12,9596.76,311111.36,Wholesale Client,GCash,Completed,ORD001556,Automated migration
2021-04-18,Brake Pads,Braking system,21,1269.13,949.73,26651.73,Wholesale Client,Maya,Completed,ORD000577,Automated migration
2021-04-18,Catalytic Converter,Exhaust system,11,21368.07,10569.7,235048.77,Wholesale Client,Cash,Completed,ORD001667,Automated migration
2021-04-18,Shock Absorber,Suspension & traction,18,3774.15,2089.11,67934.7,Retail Client,Maya,Completed,ORD000910,Automated migration
2021-04-19,Alternator,Electrical system,48,9566.49,11604.71,459191.52,Retail Client,Check,Completed,ORD001438,Automated migration
2021-04-20,Brake Pads,Braking system,16,1471.26,997.98,23540.16,Retail Client,Cash,Completed,ORD000575,Automated migration
2021-04-20,Shock Absorber,Suspension & traction,27,3369.89,4109.02,90987.03,Retail Client,GCash,Completed,ORD000908,Automated migration
2021-04-21,Air Filter,Engine system,20,332.3,202.55,6646.0,Retail Client,Cash,Completed,ORD000340,Automated migration
2021-04-21,Shock Absorber,Suspension & traction,48,4128.39,5416.54,198162.72,Retail Client,Check,Completed,ORD000913,Automated migration
2021-04-22,Air Filter,Engine system,12,339.92,139.12,4079.04,Wholesale Client,Maya,Completed,ORD000342,Automated migration
2021-04-22,Shock Absorber,Suspension & traction,36,2407.28,2680.69,86662.08,Wholesale Client,Check,Completed,ORD000911,Automated migration
2021-04-25,Catalytic Converter,Exhaust system,20,12086.2,8127.43,241724.0,Retail Client,Maya,Completed,ORD001670,Automated migration
2021-04-25,Catalytic Converter,Exhaust system,32,13550.79,18455.65,433625.28,Retail Client,Bank Transfer,Completed,ORD001673,Automated migration
2021-04-25,Shock Absorber,Suspension & traction,16,2998.19,1927.54,47971.04,Wholesale Client,Maya,Completed,ORD000906,Automated migration
2021-04-26,Catalytic Converter,Exhaust system,23,19121.96,17027.7,439805.08,Retail Client,GCash,Completed,ORD001672,Automated migration
2021-04-28,Alternator,Electrical system,21,6890.15,4462.46,144693.15,Wholesale Client,Check,Completed,ORD001437,Automated migration
2021-04-29,Brake Pads,Braking system,34,995.03,1566.7,33831.02,Wholesale Client,Bank Transfer,Completed,ORD000576,Automated migration
2021-04-30,Brake Pads,Braking system,28,1324.84,1289.1,37095.52,Wholesale Client,Maya,Completed,ORD000579,Automated migration
2021-05-01,Air Filter,Engine system,10,311.94,199.07,3119.4,Wholesale Client,Cash,Completed,ORD000345,Automated migration
2021-05-01,Battery,Electrical system,0,4802.35,0.0,0.0,Retail Client,Check,Completed,ORD001348,Automated migration
2021-05-01,Catalytic Converter,Exhaust system,0,12038.64,0.0,0.0,Retail Client,Maya,Completed,ORD001674,Automated migration
2021-05-01,ECU Module,Electrical system,0,28496.97,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD001823,Automated migration
2021-05-01,Starter Motor,Electrical system,0,8720.45,0.0,0.0,Retail Client,GCash,Completed,ORD001558,Automated migration
2021-05-02,Brake Pads,Braking system,33,1227.38,1684.36,40503.54,Wholesale Client,Check,Completed,ORD000585,Automated migration
2021-05-02,Shock Absorber,Suspension & traction,28,2663.42,1667.82,74575.76,Wholesale Client,Bank Transfer,Completed,ORD000916,Automated migration
2021-05-03,Alternator,Electrical system,8,11646.83,2387.69,93174.64,Wholesale Client,Maya,Completed,ORD001439,Automated migration
2021-05-04,Shock Absorber,Suspension & traction,24,2455.11,2717.92,58922.64,Retail Client,Cash,Completed,ORD000918,Automated migration
2021-05-04,Wheel Bearing,Drivetrain,26,2115.68,1514.41,55007.68,Retail Client,Bank Transfer,Completed,ORD001173,Automated migration
2021-05-05,Brake Pads,Braking system,29,1129.02,1502.24,32741.58,Wholesale Client,GCash,Completed,ORD000581,Automated migration
2021-05-07,Air Filter,Engine system,21,256.2,193.41,5380.2,Wholesale Client,Cash,Completed,ORD000349,Automated migration
2021-05-09,Shock Absorber,Suspension & traction,23,3351.62,3060.09,77087.26,Wholesale Client,Cash,Completed,ORD000917,Automated migration
2021-05-10,Wheel Bearing,Drivetrain,21,1743.3,1542.66,36609.3,Wholesale Client,GCash,Completed,ORD001172,Automated migration
2021-05-11,Alternator,Electrical system,21,12152.78,9053.31,255208.38,Retail Client,Bank Transfer,Completed,ORD001441,Automated migration
2021-05-11,Oil Filter,Engine system,23,161.71,138.69,3719.33,Retail Client,GCash,Completed,ORD000024,Automated migration
2021-05-11,Wheel Bearing,Drivetrain,30,2282.9,1830.05,68487.0,Wholesale Client,Bank Transfer,Completed,ORD001168,Automated migration
2021-05-13,Brake Pads,Braking system,9,1071.27,250.17,9641.43,Wholesale Client,Maya,Completed,ORD000583,Automated migration
2021-05-13,Brake Pads,Braking system,21,1513.29,971.68,31779.09,Retail Client,GCash,Completed,ORD000584,Automated migration
2021-05-14,Oil Filter,Engine system,30,182.08,244.02,5462.4,Wholesale Client,GCash,Completed,ORD000021,Automated migration
2021-05-15,Brake Pads,Braking system,39,1595.24,3035.37,62214.36,Retail Client,Check,Completed,ORD000582,Automated migration
2021-05-16,Wheel Bearing,Drivetrain,32,2520.78,3766.09,80664.96,Retail Client,Maya,Completed,ORD001170,Automated migration
2021-05-17,Brake Pads,Braking system,22,1471.2,1427.83,32366.4,Wholesale Client,Maya,Completed,ORD000586,Automated migration
2021-05-17,Oil Filter,Engine system,14,168.87,139.09,2364.18,Retail Client,GCash,Completed,ORD000022,Automated migration
2021-05-17,Oil Filter,Engine system,29,243.1,308.9,7049.9,Retail Client,Maya,Completed,ORD000025,Automated migration
2021-05-17,Wheel Bearing,Drivetrain,23,1726.83,1127.27,39717.09,Wholesale Client,Cash,Completed,ORD001169,Automated migration
2021-05-18,Alternator,Electrical system,47,10171.47,22618.88,478059.09,Retail Client,Maya,Completed,ORD001440,Automated migration
2021-05-19,Wheel Bearing,Drivetrain,7,1754.27,539.71,12279.89,Retail Client,Check,Completed,ORD001171,Automated migration
2021-05-21,Air Filter,Engine system,25,235.23,255.48,5880.75,Retail Client,Cash,Completed,ORD000348,Automated migration
2021-05-25,Air Filter,Engine system,33,235.32,211.34,7765.56,Wholesale Client,Check,Completed,ORD000347,Automated migration
2021-05-27,Air Filter,Engine system,26,331.47,318.43,8618.22,Retail Client,Maya,Completed,ORD000346,Automated migration
2021-05-27,Oil Filter,Engine system,39,232.97,348.98,9085.83,Wholesale Client,Cash,Completed,ORD000023,Automated migration
2021-05-30,Wheel Bearing,Drivetrain,36,2880.41,4810.33,103694.76,Wholesale Client,Cash,Completed,ORD001174,Automated migration
2021-06-01,Battery,Electrical system,0,7326.07,0.0,0.0,Retail Client,Bank Transfer,Completed,ORD001349,Automated migration
2021-06-01,Catalytic Converter,Exhaust system,0,21452.13,0.0,0.0,Retail Client,Maya,Completed,ORD001675,Automated migration
2021-06-01,ECU Module,Electrical system,0,22919.88,0.0,0.0,Retail Client,Cash,Completed,ORD001824,Automated migration
2021-06-01,Starter Motor,Electrical system,0,6214.6,0.0,0.0,Retail Client,Check,Completed,ORD001559,Automated migration
2021-06-05,Air Filter,Engine system,20,300.35,221.14,6007.0,Wholesale Client,Check,Completed,ORD000354,Automated migration
2021-06-05,Alternator,Electrical system,43,9028.77,8301.16,388237.11,Wholesale Client,Maya,Completed,ORD001442,Automated migration
2021-06-06,Brake Pads,Braking system,22,1047.5,1010.63,23045.0,Retail Client,Check,Completed,ORD000588,Automated migration
2021-06-06,Brake Pads,Braking system,7,1283.7,447.49,8985.9,Retail Client,Bank Transfer,Completed,ORD000592,Automated migration
2021-06-06,Oil Filter,Engine system,51,144.96,233.01,7392.96,Retail Client,Maya,Completed,ORD000030,Automated migration
2021-06-07,Shock Absorber,Suspension & traction,34,2474.91,3889.65,84146.94,Wholesale Client,Maya,Completed,ORD000920,Automated migration
2021-06-07,Shock Absorber,Suspension & traction,42,3180.14,3862.38,133565.88,Retail Client,Cash,Completed,ORD000924,Automated migration
2021-06-09,Shock Absorber,Suspension & traction,23,3434.59,3763.14,78995.57,Wholesale Client,Check,Completed,ORD000925,Automated migration
2021-06-11,Brake Pads,Braking system,29,1150.08,1457.9,33352.32,Wholesale Client,Bank Transfer,Completed,ORD000587,Automated migration
2021-06-13,Alternator,Electrical system,24,8607.02,9160.18,206568.48,Wholesale Client,Maya,Completed,ORD001443,Automated migration
2021-06-13,Brake Pads,Braking system,31,1387.16,922.83,43001.96,Wholesale Client,Bank Transfer,Completed,ORD000590,Automated migration
2021-06-13,Shock Absorber,Suspension & traction,32,2591.05,4079.9,82913.6,Retail Client,Check,Completed,ORD000922,Automated migration
2021-06-15,Shock Absorber,Suspension & traction,28,3028.01,3585.36,84784.28,Wholesale Client,Bank Transfer,Completed,ORD000921,Automated migration
2021-06-15,Shock Absorber,Suspension & traction,29,3761.2,3205.83,109074.8,Wholesale Client,Cash,Completed,ORD000928,Automated migration
