reportDate,productName,category,quantity,unitPrice,otherExpenses,totalAmount,customerName,paymentMethod,status,orderNumber,notes
2025-01-11,Air Filter,Engine system,2,342.13,34.42,684.26,Retail Client,Cash,Completed,ORD900064,Automated migration
2025-01-11,Air Filter,Engine system,3,285.45,29.5,856.35,Wholesale Client,Check,Completed,ORD900065,Automated migration
2025-01-11,Oil Filter,Engine system,1,208.08,17.22,208.08,Wholesale Client,GCash,Completed,ORD900066,Automated migration
2025-01-11,Shock Absorber,Suspension & traction,3,3701.06,931.35,11103.18,Wholesale Client,GCash,Completed,ORD900067,Automated migration
2025-01-12,Alternator,Electrical system,2,10014.02,1391.91,20028.04,Retail Client,Bank Transfer,Completed,ORD900068,Automated migration
2025-01-12,Shock Absorber,Suspension & traction,1,3476.91,172.14,3476.91,Retail Client,Maya,Completed,ORD900069,Automated migration
2025-01-12,Oil Filter,Engine system,2,167.03,22.5,334.06,Wholesale Client,Check,Completed,ORD900070,Automated migration
2025-01-12,Wheel Bearing,Drivetrain,3,2137.33,260.29,6411.99,Retail Client,Maya,Completed,ORD900071,Automated migration
2025-01-12,Shock Absorber,Suspension & traction,1,2477.25,101.32,2477.25,Wholesale Client,Cash,Completed,ORD900072,Automated migration
2025-01-12,Alternator,Electrical system,1,6965.23,500.39,6965.23,Wholesale Client,GCash,Completed,ORD900073,Automated migration
2025-01-13,Shock Absorber,Suspension & traction,2,3419.6,371.17,6839.2,Retail Client,Check,Completed,ORD900074,Automated migration
2025-01-13,ECU Module,Electrical system,1,25266.27,1112.58,25266.27,Wholesale Client,Cash,Completed,ORD900075,Automated migration
2025-01-13,Shock Absorber,Suspension & traction,2,3016.17,187.31,6032.34,Wholesale Client,GCash,Completed,ORD900076,Automated migration
2025-01-13,Air Filter,Engine system,2,341.08,53.3,682.16,Retail Client,Cash,Completed,ORD900077,Automated migration
2025-01-13,Oil Filter,Engine system,1,214.07,14.41,214.07,Retail Client,Cash,Completed,ORD900078,Automated migration
2025-01-14,Brake Pads,Braking system,1,1401.05,43.06,1401.05,Retail Client,Maya,Completed,ORD900079,Automated migration
2025-01-14,Oil Filter,Engine system,1,209.62,11.31,209.62,Wholesale Client,Bank Transfer,Completed,ORD900080,Automated migration
2025-01-14,Air Filter,Engine system,1,307.68,9.36,307.68,Wholesale Client,Bank Transfer,Completed,ORD900081,Automated migration
2025-01-14,ECU Module,Electrical system,2,27486.2,3195.77,54972.4,Wholesale Client,Check,Completed,ORD900082,Automated migration
2025-01-15,Shock Absorber,Suspension & traction,1,3996.43,312.63,3996.43,Retail Client,Bank Transfer,Completed,ORD900083,Automated migration
2025-01-15,Oil Filter,Engine system,2,219.71,14.18,439.42,Retail Client,GCash,Completed,ORD900084,Automated migration
2025-01-15,Brake Pads,Braking system,3,981.14,157.93,2943.42,Retail Client,Check,Completed,ORD900085,Automated migration
2025-01-16,ECU Module,Electrical system,2,20268.91,2979.19,40537.82,Wholesale Client,Check,Completed,ORD900086,Automated migration
2025-01-16,Battery,Electrical system,2,5093.32,468.92,10186.64,Wholesale Client,Maya,Completed,ORD900087,Automated migration
2025-01-16,Brake Pads,Braking system,1,1014.22,39.11,1014.22,Wholesale Client,GCash,Completed,ORD900088,Automated migration
2025-01-16,Brake Pads,Braking system,1,1021.63,59.44,1021.63,Retail Client,GCash,Completed,ORD900089,Automated migration
2025-01-17,Shock Absorber,Suspension & traction,2,2978.21,416.58,5956.42,Retail Client,Maya,Completed,ORD900090,Automated migration
2025-01-17,Shock Absorber,Suspension & traction,2,3150.24,407.89,6300.48,Wholesale Client,Check,Completed,ORD900091,Automated migration
2025-01-17,Air Filter,Engine system,1,307.14,22.93,307.14,Retail Client,Cash,Completed,ORD900092,Automated migration
2025-01-17,Air Filter,Engine system,2,260.73,40.24,521.46,Wholesale Client,Bank Transfer,Completed,ORD900093,Automated migration
2025-01-17,Catalytic Converter,Exhaust system,3,22186.4,5174.23,66559.2,Retail Client,Check,Completed,ORD900094,Automated migration
2025-01-17,Shock Absorber,Suspension & traction,1,4139.34,311.2,4139.34,Wholesale Client,Check,Completed,ORD900095,Automated migration
2025-01-17,Oil Filter,Engine system,3,154.9,38.3,464.7,Wholesale Client,GCash,Completed,ORD900096,Automated migration
2025-01-18,Brake Pads,Braking system,1,1359.82,59.32,1359.82,Retail Client,Bank Transfer,Completed,ORD900097,Automated migration
2025-01-18,Shock Absorber,Suspension & traction,2,3832.98,587.15,7665.96,Wholesale Client,Cash,Completed,ORD900098,Automated migration
2025-01-19,Battery,Electrical system,2,6489.55,867.58,12979.1,Wholesale Client,Bank Transfer,Completed,ORD900099,Automated migration
2025-01-19,Air Filter,Engine system,2,294.11,20.61,588.22,Retail Client,GCash,Completed,ORD900100,Automated migration
2025-01-19,Oil Filter,Engine system,2,235.93,23.24,471.86,Wholesale Client,Maya,Completed,ORD900101,Automated migration
2025-01-20,Shock Absorber,Suspension & traction,2,3447.88,242.62,6895.76,Wholesale Client,Maya,Completed,ORD900102,Automated migration
2025-01-20,Oil Filter,Engine system,1,177.14,7.22,177.14,Wholesale Client,Cash,Completed,ORD900103,Automated migration
2025-01-20,Shock Absorber,Suspension & traction,2,3055.78,287.29,6111.56,Retail Client,Cash,Completed,ORD900104,Automated migration
2025-01-20,Alternator,Electrical system,2,8733.13,1303.92,17466.26,Wholesale Client,GCash,Completed,ORD900105,Automated migration
2025-01-21,Brake Pads,Braking system,2,1344.5,216.57,2689.0,Wholesale Client,Cash,Completed,ORD900106,Automated migration
2025-01-21,Battery,Electrical system,1,6033.4,295.31,6033.4,Wholesale Client,Cash,Completed,ORD900107,Automated migration
2025-01-21,Battery,Electrical system,2,7391.77,870.72,14783.54,Wholesale Client,Cash,Completed,ORD900108,Automated migration
2025-01-22,Air Filter,Engine system,1,315.9,17.42,315.9,Retail Client,GCash,Completed,ORD900109,Automated migration
2025-01-22,Starter Motor,Electrical system,1,11485.64,396.71,11485.64,Retail Client,Cash,Completed,ORD900110,Automated migration
2025-01-22,Brake Pads,Braking system,3,1491.08,330.02,4473.24,Wholesale Client,Bank Transfer,Completed,ORD900111,Automated migration
2025-01-22,Brake Pads,Braking system,2,958.23,97.06,1916.46,Wholesale Client,GCash,Completed,ORD900112,Automated migration
2025-01-22,Oil Filter,Engine system,3,203.21,19.06,609.63,Retail Client,Bank Transfer,Completed,ORD900113,Automated migration
2025-01-23,Starter Motor,Electrical system,1,10098.34,802.65,10098.34,Retail Client,Bank Transfer,Completed,ORD900114,Automated migration
2025-01-23,Air Filter,Engine system,1,329.05,21.11,329.05,Retail Client,GCash,Completed,ORD900115,Automated migration
2025-01-23,Catalytic Converter,Exhaust system,2,19982.01,2320.88,39964.02,Wholesale Client,GCash,Completed,ORD900116,Automated migration
2025-01-23,Air Filter,Engine system,2,248.66,15.87,497.32,Retail Client,Maya,Completed,ORD900117,Automated migration
2025-01-23,Brake Pads,Braking system,3,1390.6,186.73,4171.8,Wholesale Client,Maya,Completed,ORD900118,Automated migration
2025-01-23,Brake Pads,Braking system,2,1472.22,253.6,2944.44,Wholesale Client,Check,Completed,ORD900119,Automated migration
2025-01-23,Oil Filter,Engine system,1,155.14,11.96,155.14,Retail Client,Maya,Completed,ORD900120,Automated migration
2025-01-24,Oil Filter,Engine system,3,166.8,33.82,500.4,Wholesale Client,Check,Completed,ORD900121,Automated migration
2025-01-24,Starter Motor,Electrical system,1,6433.62,449.02,6433.62,Wholesale Client,Check,Completed,ORD900122,Automated migration
2025-01-24,Catalytic Converter,Exhaust system,1,19802.85,917.57,19802.85,Retail Client,Check,Completed,ORD900123,Automated migration
2025-01-24,Oil Filter,Engine system,1,220.5,15.58,220.5,Retail Client,Maya,Completed,ORD900124,Automated migration
2025-01-25,Air Filter,Engine system,1,309.88,22.96,309.88,Wholesale Client,Bank Transfer,Completed,ORD900125,Automated migration
2025-01-25,Air Filter,Engine system,1,307.34,26.13,307.34,Wholesale Client,Check,Completed,ORD900126,Automated migration
2025-01-25,Battery,Electrical system,2,6399.99,554.97,12799.98,Retail Client,Maya,Completed,ORD900127,Automated migration
2025-01-25,Oil Filter,Engine system,4,197.06,55.68,788.24,Wholesale Client,Check,Completed,ORD900128,Automated migration
2025-01-26,Air Filter,Engine system,2,342.39,47.38,684.78,Retail Client,Maya,Completed,ORD900129,Automated migration
2025-01-26,Brake Pads,Braking system,1,1122.0,50.1,1122.0,Wholesale Client,Bank Transfer,Completed,ORD900130,Automated migration
2025-01-26,Brake Pads,Braking system,2,1069.39,107.87,2138.78,Retail Client,Bank Transfer,Completed,ORD900131,Automated migration
2025-01-27,Brake Pads,Braking system,2,1160.14,132.03,2320.28,Retail Client,Bank Transfer,Completed,ORD900132,Automated migration
2025-01-27,ECU Module,Electrical system,1,18699.32,1654.88,18699.32,Wholesale Client,Maya,Completed,ORD900133,Automated migration
2025-01-27,Air Filter,Engine system,4,236.07,42.3,944.28,Wholesale Client,GCash,Completed,ORD900134,Automated migration
2025-01-28,Shock Absorber,Suspension & traction,2,3892.25,393.45,7784.5,Wholesale Client,Check,Completed,ORD900135,Automated migration
2025-01-28,Catalytic Converter,Exhaust system,1,19526.24,591.08,19526.24,Wholesale Client,Check,Completed,ORD900136,Automated migration
2025-01-29,Shock Absorber,Suspension & traction,3,2508.82,403.4,7526.46,Wholesale Client,GCash,Completed,ORD900137,Automated migration
2025-01-29,Alternator,Electrical system,1,11213.38,979.49,11213.38,Retail Client,GCash,Completed,ORD900138,Automated migration
2025-01-29,Brake Pads,Braking system,1,1170.81,92.39,1170.81,Retail Client,Maya,Completed,ORD900139,Automated migration
2025-01-29,Air Filter,Engine system,1,344.07,17.33,344.07,Retail Client,Cash,Completed,ORD900140,Automated migration
2025-01-29,Wheel Bearing,Drivetrain,1,1775.47,101.3,1775.47,Retail Client,Cash,Completed,ORD900141,Automated migration
2025-01-29,Wheel Bearing,Drivetrain,2,1740.16,275.31,3480.32,Wholesale Client,Cash,Completed,ORD900142,Automated migration
2025-01-29,Brake Pads,Braking system,1,1179.18,85.48,1179.18,Wholesale Client,GCash,Completed,ORD900143,Automated migration
2025-01-29,Wheel Bearing,Drivetrain,1,2548.63,152.93,2548.63,Wholesale Client,GCash,Completed,ORD900144,Automated migration
2025-01-30,Air Filter,Engine system,2,306.32,21.22,612.64,Wholesale Client,Bank Transfer,Completed,ORD900145,Automated migration
2025-01-30,Brake Pads,Braking system,1,1238.34,109.37,1238.34,Retail Client,Bank Transfer,Completed,ORD900146,Automated migration
2025-01-30,ECU Module,Electrical system,1,15235.81,567.37,15235.81,Wholesale Client,Check,Completed,ORD900147,Automated migration
2025-01-30,Oil Filter,Engine system,1,250.86,12.99,250.86,Retail Client,GCash,Completed,ORD900148,Automated migration
2025-01-30,Alternator,Electrical system,1,6809.54,590.88,6809.54,Wholesale Client,Check,Completed,ORD900149,Automated migration
2025-01-30,Air Filter,Engine system,3,316.36,77.15,949.08,Retail Client,Bank Transfer,Completed,ORD900150,Automated migration
2025-01-30,Shock Absorber,Suspension & traction,3,3647.72,690.37,10943.16,Wholesale Client,Cash,Completed,ORD900151,Automated migration
2025-01-31,Brake Pads,Braking system,1,1055.58,65.65,1055.58,Wholesale Client,Bank Transfer,Completed,ORD900152,Automated migration
2025-01-31,Air Filter,Engine system,1,267.05,21.22,267.05,Wholesale Client,Maya,Completed,ORD900153,Automated migration
2025-01-31,Oil Filter,Engine system,1,200.83,17.06,200.83,Wholesale Client,Check,Completed,ORD900154,Automated migration
2025-01-31,Wheel Bearing,Drivetrain,2,2659.57,172.36,5319.14,Retail Client,Cash,Completed,ORD900155,Automated migration
2025-01-31,Catalytic Converter,Exhaust system,3,16957.32,3251.74,50871.96,Wholesale Client,Bank Transfer,Completed,ORD900156,Automated migration
2025-01-31,ECU Module,Electrical system,1,26182.2,1568.34,26182.2,Wholesale Client,Maya,Completed,ORD900157,Automated migration
2025-02-01,Air Filter,Engine system,2,272.05,40.53,544.1,Wholesale Client,Check,Completed,ORD900158,Automated migration
2025-02-01,Catalytic Converter,Exhaust system,2,21684.29,3525.9,43368.58,Wholesale Client,Cash,Completed,ORD900159,Automated migration
2025-02-01,ECU Module,Electrical system,1,17315.13,641.25,17315.13,Wholesale Client,Check,Completed,ORD900160,Automated migration
2025-02-01,Brake Pads,Braking system,3,1344.46,207.55,4033.38,Wholesale Client,Maya,Completed,ORD900161,Automated migration
2025-02-01,Alternator,Electrical system,1,12432.01,378.46,12432.01,Wholesale Client,Cash,Completed,ORD900162,Automated migration
2025-02-01,Brake Pads,Braking system,1,1249.6,94.39,1249.6,Wholesale Client,Bank Transfer,Completed,ORD900163,Automated migration
2025-02-01,Shock Absorber,Suspension & traction,4,3613.34,981.52,14453.36,Retail Client,Bank Transfer,Completed,ORD900164,Automated migration
2025-02-01,Air Filter,Engine system,2,227.61,15.73,455.22,Retail Client,Cash,Completed,ORD900165,Automated migration
2025-02-02,ECU Module,Electrical system,1,22734.83,1594.2,22734.83,Retail Client,GCash,Completed,ORD900166,Automated migration
2025-02-02,Brake Pads,Braking system,2,1164.15,154.71,2328.3,Wholesale Client,Check,Completed,ORD900167,Automated migration
2025-02-02,Oil Filter,Engine system,1,251.08,13.53,251.08,Retail Client,Maya,Completed,ORD900168,Automated migration
2025-02-02,Brake Pads,Braking system,2,1035.31,111.8,2070.62,Wholesale Client,Bank Transfer,Completed,ORD900169,Automated migration
2025-02-02,Wheel Bearing,Drivetrain,1,2070.32,102.39,2070.32,Retail Client,Check,Completed,ORD900170,Automated migration
2025-02-03,Brake Pads,Braking system,1,1095.9,89.26,1095.9,Retail Client,GCash,Completed,ORD900171,Automated migration
2025-02-03,Oil Filter,Engine system,3,243.1,24.07,729.3,Retail Client,Maya,Completed,ORD900172,Automated migration
2025-02-03,Starter Motor,Electrical system,1,8812.38,758.41,8812.38,Wholesale Client,Maya,Completed,ORD900173,Automated migration
2025-02-03,Alternator,Electrical system,1,8178.67,245.48,8178.67,Retail Client,Cash,Completed,ORD900174,Automated migration
2025-02-03,Air Filter,Engine system,3,234.18,31.6,702.54,Retail Client,Bank Transfer,Completed,ORD900175,Automated migration
2025-02-03,Oil Filter,Engine system,2,257.84,19.01,515.68,Wholesale Client,Cash,Completed,ORD900176,Automated migration
2025-02-04,Shock Absorber,Suspension & traction,1,2447.56,166.17,2447.56,Wholesale Client,GCash,Completed,ORD900177,Automated migration
2025-02-04,Wheel Bearing,Drivetrain,1,2561.96,193.33,2561.96,Retail Client,Cash,Completed,ORD900178,Automated migration
2025-02-04,Oil Filter,Engine system,1,159.71,14.35,159.71,Retail Client,Maya,Completed,ORD900179,Automated migration
2025-02-04,Oil Filter,Engine system,2,247.69,35.4,495.38,Retail Client,Bank Transfer,Completed,ORD900180,Automated migration
2025-02-05,Wheel Bearing,Drivetrain,1,2320.68,185.18,2320.68,Wholesale Client,Maya,Completed,ORD900181,Automated migration
2025-02-05,Air Filter,Engine system,1,352.73,11.63,352.73,Retail Client,Bank Transfer,Completed,ORD900182,Automated migration
2025-02-05,Oil Filter,Engine system,2,247.08,43.59,494.16,Retail Client,GCash,Completed,ORD900183,Automated migration
2025-02-05,Catalytic Converter,Exhaust system,1,18638.5,1134.89,18638.5,Wholesale Client,Bank Transfer,Completed,ORD900184,Automated migration
2025-02-05,Wheel Bearing,Drivetrain,2,1813.55,121.47,3627.1,Retail Client,Check,Completed,ORD900185,Automated migration
2025-02-05,Air Filter,Engine system,3,240.52,28.13,721.56,Wholesale Client,GCash,Completed,ORD900186,Automated migration
2025-02-05,Brake Pads,Braking system,1,1056.33,45.64,1056.33,Wholesale Client,Cash,Completed,ORD900187,Automated migration
2025-02-06,Oil Filter,Engine system,2,186.87,16.85,373.74,Retail Client,Bank Transfer,Completed,ORD900188,Automated migration
2025-02-06,Catalytic Converter,Exhaust system,3,15977.41,3877.96,47932.23,Retail Client,Maya,Completed,ORD900189,Automated migration
2025-02-06,Shock Absorber,Suspension & traction,1,4089.97,132.02,4089.97,Retail Client,Maya,Completed,ORD900190,Automated migration
2025-02-06,Shock Absorber,Suspension & traction,1,2768.34,147.24,2768.34,Retail Client,Maya,Completed,ORD900191,Automated migration
2025-02-06,Oil Filter,Engine system,1,252.58,12.84,252.58,Wholesale Client,Maya,Completed,ORD900192,Automated migration
2025-02-06,ECU Module,Electrical system,3,20277.96,5269.46,60833.88,Wholesale Client,Bank Transfer,Completed,ORD900193,Automated migration
2025-02-07,Oil Filter,Engine system,1,175.72,14.05,175.72,Retail Client,Cash,Completed,ORD900194,Automated migration
2025-02-07,Shock Absorber,Suspension & traction,1,2727.09,105.83,2727.09,Retail Client,Bank Transfer,Completed,ORD900195,Automated migration
2025-02-07,Starter Motor,Electrical system,1,8443.59,678.07,8443.59,Retail Client,Maya,Completed,ORD900196,Automated migration
2025-02-08,Brake Pads,Braking system,1,1452.41,92.71,1452.41,Retail Client,Bank Transfer,Completed,ORD900197,Automated migration
2025-02-08,Oil Filter,Engine system,1,198.71,7.4,198.71,Retail Client,Maya,Completed,ORD900198,Automated migration
2025-02-08,Brake Pads,Braking system,1,1240.94,78.49,1240.94,Wholesale Client,GCash,Completed,ORD900199,Automated migration
2025-02-08,Oil Filter,Engine system,1,215.82,13.72,215.82,Wholesale Client,Cash,Completed,ORD900200,Automated migration
2025-02-08,Alternator,Electrical system,4,10643.7,3641.45,42574.8,Retail Client,Check,Completed,ORD900201,Automated migration
2025-02-08,Brake Pads,Braking system,2,1456.29,248.23,2912.58,Retail Client,GCash,Completed,ORD900202,Automated migration
2025-02-09,Wheel Bearing,Drivetrain,1,2899.71,202.24,2899.71,Wholesale Client,GCash,Completed,ORD900203,Automated migration
2025-02-09,Brake Pads,Braking system,2,1023.86,166.07,2047.72,Retail Client,GCash,Completed,ORD900204,Automated migration
2025-02-09,Brake Pads,Braking system,1,1331.79,58.31,1331.79,Retail Client,Maya,Completed,ORD900205,Automated migration
2025-02-09,Brake Pads,Braking system,3,1283.19,192.88,3849.57,Wholesale Client,Check,Completed,ORD900206,Automated migration
2025-02-09,Brake Pads,Braking system,1,1246.21,100.31,1246.21,Retail Client,Bank Transfer,Completed,ORD900207,Automated migration
2025-02-09,Shock Absorber,Suspension & traction,2,2816.99,469.45,5633.98,Wholesale Client,Maya,Completed,ORD900208,Automated migration
2025-02-09,Brake Pads,Braking system,1,1493.01,89.96,1493.01,Wholesale Client,GCash,Completed,ORD900209,Automated migration
2025-02-10,Wheel Bearing,Drivetrain,1,2694.48,190.33,2694.48,Wholesale Client,Maya,Completed,ORD900210,Automated migration
2025-02-10,Shock Absorber,Suspension & traction,1,2733.13,83.93,2733.13,Wholesale Client,Check,Completed,ORD900211,Automated migration
2025-02-11,Wheel Bearing,Drivetrain,1,1909.93,128.85,1909.93,Retail Client,GCash,Completed,ORD900212,Automated migration
2025-02-11,Brake Pads,Braking system,1,1213.19,108.44,1213.19,Retail Client,Bank Transfer,Completed,ORD900213,Automated migration
2025-02-11,Shock Absorber,Suspension & traction,2,2600.96,381.41,5201.92,Retail Client,GCash,Completed,ORD900214,Automated migration
2025-02-11,Brake Pads,Braking system,1,1185.85,43.87,1185.85,Wholesale Client,Bank Transfer,Completed,ORD900215,Automated migration
2025-02-11,Wheel Bearing,Drivetrain,2,1802.8,253.36,3605.6,Retail Client,Maya,Completed,ORD900216,Automated migration
2025-02-12,Oil Filter,Engine system,1,186.29,15.47,186.29,Wholesale Client,Bank Transfer,Completed,ORD900217,Automated migration
2025-02-12,Shock Absorber,Suspension & traction,2,3091.01,212.32,6182.02,Wholesale Client,GCash,Completed,ORD900218,Automated migration
2025-02-12,Alternator,Electrical system,2,10916.17,1444.54,21832.34,Wholesale Client,Maya,Completed,ORD900219,Automated migration
